Report Number,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,,,,
32700,Patna,462,ASSAULT,36,M,Knife,Violent Crime,4,Yes,,,,
32701,Nashik,382,HOMICIDE,74,F,Blunt Object,Other Crime,5,Yes,,,,
32702,Nagpur,216,TRAFFIC VIOLATION,33,M,Explosives,Traffic Fatality,10,No,,,,
32703,Faridabad,161,KIDNAPPING,57,F,Knife,Other Crime,9,No,,,,
32704,Mumbai,262,BURGLARY,32,F,Firearm,Other Crime,17,No,,,,
32705,Kanpur,489,FIREARM OFFENSE,42,M,Blunt Object,Fire Accident,6,Yes,,,,
32706,Agra,366,ROBBERY,42,F,Explosives,Violent Crime,16,Yes,,,,
32707,Delhi,444,PUBLIC INTOXICATION,45,F,Explosives,Other Crime,8,No,,,,
32708,Kolkata,103,KIDNAPPING,52,M,Poison,Other Crime,11,Yes,,,,
32709,Thane,379,SHOPLIFTING,34,M,Explosives,Other Crime,8,Yes,,,,
32710,Nashik,499,CYBERCRIME,15,F,Other,Other Crime,15,Yes,,,,
32711,Bangalore,587,VEHICLE - STOLEN,58,F,None,Violent Crime,12,Yes,,,,
32712,Kanpur,140,ASSAULT,73,M,None,Violent Crime,13,Yes,,,,
32713,Mumbai,310,KIDNAPPING,55,M,Poison,Other Crime,12,Yes,,,,
32714,Jaipur,203,VEHICLE - STOLEN,29,F,Other,Violent Crime,9,Yes,,,,
32715,Rajkot,471,ROBBERY,70,F,Other,Violent Crime,10,Yes,,,,
32716,Kolkata,155,COUNTERFEITING,71,M,Firearm,Other Crime,1,No,,,,
32717,Delhi,505,SHOPLIFTING,16,M,Other,Other Crime,13,No,,,,
32718,Hyderabad,319,TRAFFIC VIOLATION,33,F,Other,Traffic Fatality,3,No,,,,
32719,Bangalore,513,SEXUAL ASSAULT,50,F,Blunt Object,Violent Crime,17,Yes,,,,
32720,Mumbai,226,KIDNAPPING,57,F,Other,Other Crime,17,No,,,,
32721,Delhi,108,KIDNAPPING,31,F,Firearm,Other Crime,6,No,,,,
32722,Ahmedabad,196,FRAUD,39,F,Explosives,Other Crime,6,No,,,,
32723,Surat,523,COUNTERFEITING,72,F,Poison,Other Crime,1,Yes,,,,
32724,Delhi,593,ARSON,19,M,Other,Fire Accident,7,Yes,,,,
32725,Bangalore,173,EXTORTION,71,F,Poison,Other Crime,13,No,,,,
32726,Hyderabad,123,HOMICIDE,34,M,Firearm,Other Crime,16,No,,,,
32727,Delhi,489,SEXUAL ASSAULT,73,F,Other,Violent Crime,12,Yes,,,,
32728,Mumbai,358,BURGLARY,56,F,Knife,Other Crime,14,Yes,,,,
32729,Bhopal,389,VANDALISM,16,M,Knife,Other Crime,15,No,,,,
32730,Pune,454,DOMESTIC VIOLENCE,28,F,Firearm,Violent Crime,12,No,,,,
32731,Bhopal,138,VANDALISM,40,F,Firearm,Other Crime,3,Yes,,,,
32732,Mumbai,581,DOMESTIC VIOLENCE,18,F,Blunt Object,Violent Crime,6,Yes,,,,
32733,Nashik,452,HOMICIDE,41,M,Firearm,Other Crime,17,Yes,,,,
32734,Chennai,155,BURGLARY,58,F,Other,Other Crime,9,No,,,,
32735,Bangalore,357,VANDALISM,63,F,None,Other Crime,19,No,,,,
32736,Chennai,439,HOMICIDE,72,M,Blunt Object,Other Crime,11,Yes,,,,
32737,Kolkata,597,COUNTERFEITING,59,M,None,Other Crime,15,Yes,,,,
32738,Ahmedabad,217,TRAFFIC VIOLATION,73,F,Firearm,Traffic Fatality,16,No,,,,
32739,Nagpur,401,HOMICIDE,69,F,Blunt Object,Other Crime,16,Yes,,,,
32740,Mumbai,173,VANDALISM,28,F,None,Other Crime,6,No,,,,
32741,Ludhiana,142,ROBBERY,57,M,Other,Violent Crime,15,No,,,,
32742,Kolkata,113,SHOPLIFTING,25,F,Explosives,Other Crime,17,Yes,,,,
32743,Pune,533,COUNTERFEITING,62,M,Knife,Other Crime,9,Yes,,,,
32744,Delhi,327,BURGLARY,39,F,Blunt Object,Other Crime,10,No,,,,
32745,Thane,140,ARSON,43,F,None,Fire Accident,13,No,,,,
32746,Delhi,126,DRUG OFFENSE,47,F,Knife,Other Crime,9,No,,,,
32747,Chennai,376,TRAFFIC VIOLATION,74,F,Blunt Object,Traffic Fatality,14,No,,,,
32748,Faridabad,168,DOMESTIC VIOLENCE,59,M,Poison,Violent Crime,15,No,,,,
32749,Rajkot,192,FRAUD,68,M,Explosives,Other Crime,11,Yes,,,,
32750,Pune,322,TRAFFIC VIOLATION,19,F,Blunt Object,Traffic Fatality,1,Yes,,,,
32751,Lucknow,218,ROBBERY,76,F,Knife,Violent Crime,5,No,,,,
32752,Jaipur,235,DRUG OFFENSE,63,M,Explosives,Other Crime,11,No,,,,
32753,Agra,131,FIREARM OFFENSE,12,F,None,Fire Accident,4,Yes,,,,
32754,Mumbai,139,HOMICIDE,67,F,Knife,Other Crime,2,Yes,,,,
32755,Visakhapatnam,366,FRAUD,75,F,Knife,Other Crime,13,Yes,,,,
32756,Surat,170,BURGLARY,21,F,Poison,Other Crime,9,No,,,,
32757,Mumbai,131,FIREARM OFFENSE,35,M,None,Fire Accident,10,No,,,,
32758,Chennai,126,VEHICLE - STOLEN,19,F,Knife,Violent Crime,19,No,,,,
32759,Jaipur,324,ASSAULT,74,M,Explosives,Violent Crime,2,No,,,,
32760,Hyderabad,152,CYBERCRIME,71,M,None,Other Crime,14,Yes,,,,
32761,Kolkata,235,BURGLARY,15,F,Explosives,Other Crime,13,Yes,,,,
32762,Hyderabad,248,VEHICLE - STOLEN,66,F,Other,Violent Crime,13,Yes,,,,
32763,Hyderabad,586,CYBERCRIME,16,M,Blunt Object,Other Crime,12,No,,,,
32764,Bangalore,276,CYBERCRIME,75,M,Firearm,Other Crime,11,No,,,,
32765,Pune,165,VANDALISM,50,M,Knife,Other Crime,1,Yes,,,,
32766,Chennai,590,HOMICIDE,56,F,Other,Other Crime,2,No,,,,
32767,Kolkata,354,TRAFFIC VIOLATION,37,F,Other,Traffic Fatality,4,No,,,,
32768,Delhi,528,KIDNAPPING,34,F,Firearm,Other Crime,2,Yes,,,,
32769,Nashik,200,CYBERCRIME,77,F,Explosives,Other Crime,13,Yes,,,,
32770,Visakhapatnam,215,DRUG OFFENSE,13,F,Knife,Other Crime,13,No,,,,
32771,Jaipur,282,TRAFFIC VIOLATION,11,F,Firearm,Traffic Fatality,9,No,,,,
32772,Nagpur,555,PUBLIC INTOXICATION,49,F,Firearm,Other Crime,18,No,,,,
32773,Delhi,318,CYBERCRIME,62,F,Explosives,Other Crime,1,Yes,,,,
32774,Kanpur,231,VANDALISM,11,F,Blunt Object,Other Crime,1,Yes,,,,
32775,Bangalore,515,FRAUD,18,F,Poison,Other Crime,12,Yes,,,,
32776,Vasai,428,SHOPLIFTING,46,F,Knife,Other Crime,19,No,,,,
32777,Mumbai,309,DRUG OFFENSE,68,F,None,Other Crime,18,Yes,,,,
32778,Rajkot,472,ROBBERY,47,M,Other,Violent Crime,4,Yes,,,,
32779,Ghaziabad,425,FRAUD,28,M,Explosives,Other Crime,14,No,,,,
32780,Surat,556,SEXUAL ASSAULT,26,F,Other,Violent Crime,14,Yes,,,,
32781,Chennai,104,VANDALISM,61,M,Other,Other Crime,11,No,,,,
32782,Varanasi,263,DRUG OFFENSE,76,M,Other,Other Crime,3,Yes,,,,
32783,Thane,443,ARSON,61,M,Explosives,Fire Accident,4,No,,,,
32784,Agra,482,ILLEGAL POSSESSION,14,F,Blunt Object,Other Crime,13,Yes,,,,
32785,Delhi,122,SEXUAL ASSAULT,22,F,Explosives,Violent Crime,4,No,,,,
32786,Indore,199,PUBLIC INTOXICATION,66,F,Explosives,Other Crime,17,No,,,,
32787,Chennai,411,FRAUD,73,F,Explosives,Other Crime,2,No,,,,
32788,Hyderabad,146,SEXUAL ASSAULT,54,F,None,Violent Crime,1,Yes,,,,
32789,Ludhiana,379,COUNTERFEITING,51,F,Explosives,Other Crime,9,Yes,,,,
32790,Kolkata,460,FRAUD,13,F,Blunt Object,Other Crime,3,No,,,,
32791,Kanpur,399,DOMESTIC VIOLENCE,38,F,Knife,Violent Crime,3,Yes,,,,
32792,Nagpur,538,COUNTERFEITING,12,F,Firearm,Other Crime,3,No,,,,
32793,Bangalore,330,FRAUD,59,F,Poison,Other Crime,4,No,,,,
32794,Kalyan,347,CYBERCRIME,65,F,None,Other Crime,8,No,,,,
32795,Faridabad,154,ROBBERY,45,F,Blunt Object,Violent Crime,16,No,,,,
32796,Srinagar,406,DRUG OFFENSE,34,F,Poison,Other Crime,6,Yes,,,,
32797,Mumbai,373,COUNTERFEITING,33,F,Knife,Other Crime,8,Yes,,,,
32798,Hyderabad,235,DRUG OFFENSE,42,M,None,Other Crime,9,No,,,,
32799,Ghaziabad,479,ILLEGAL POSSESSION,48,F,Other,Other Crime,2,Yes,,,,
32800,Mumbai,187,CYBERCRIME,47,F,Firearm,Other Crime,6,No,,,,
32801,Pune,123,DRUG OFFENSE,17,F,Firearm,Other Crime,12,No,,,,
32802,Lucknow,586,DOMESTIC VIOLENCE,40,F,Firearm,Violent Crime,19,No,,,,
32803,Meerut,293,ARSON,53,M,Explosives,Fire Accident,6,Yes,,,,
32804,Delhi,470,IDENTITY THEFT,29,F,Other,Violent Crime,1,Yes,,,,
32805,Vasai,577,FIREARM OFFENSE,10,M,Knife,Fire Accident,17,No,,,,
32806,Hyderabad,214,CYBERCRIME,44,F,Blunt Object,Other Crime,7,Yes,,,,
32807,Lucknow,368,BURGLARY,76,F,Firearm,Other Crime,1,Yes,,,,
32808,Mumbai,392,ASSAULT,64,F,Explosives,Violent Crime,13,No,,,,
32809,Indore,391,FRAUD,13,F,Poison,Other Crime,4,Yes,,,,
32810,Hyderabad,213,COUNTERFEITING,24,F,Knife,Other Crime,11,Yes,,,,
32811,Chennai,170,PUBLIC INTOXICATION,29,F,Poison,Other Crime,8,No,,,,
32812,Ahmedabad,281,CYBERCRIME,50,F,Poison,Other Crime,9,No,,,,
32813,Varanasi,133,ASSAULT,48,F,Poison,Violent Crime,13,No,,,,
32814,Ghaziabad,595,ARSON,44,F,Poison,Fire Accident,15,Yes,,,,
32815,Bangalore,569,PUBLIC INTOXICATION,41,M,None,Other Crime,2,Yes,,,,
32816,Bhopal,385,HOMICIDE,34,F,Explosives,Other Crime,19,Yes,,,,
32817,Lucknow,285,HOMICIDE,50,M,Knife,Other Crime,10,No,,,,
32818,Surat,144,EXTORTION,51,M,Explosives,Other Crime,8,Yes,,,,
32819,Bangalore,585,DOMESTIC VIOLENCE,58,F,Firearm,Violent Crime,4,Yes,,,,
32820,Faridabad,142,ROBBERY,55,F,Other,Violent Crime,5,No,,,,
32821,Bangalore,138,VEHICLE - STOLEN,54,F,Poison,Violent Crime,13,No,,,,
32822,Kanpur,264,VANDALISM,52,M,Other,Other Crime,7,No,,,,
32823,Patna,384,ASSAULT,37,F,Blunt Object,Violent Crime,16,Yes,,,,
32824,Chennai,426,SHOPLIFTING,45,M,Blunt Object,Other Crime,18,No,,,,
32825,Rajkot,208,VEHICLE - STOLEN,41,M,Firearm,Violent Crime,5,Yes,,,,
32826,Kolkata,502,DRUG OFFENSE,12,F,Blunt Object,Other Crime,15,No,,,,
32827,Chennai,409,HOMICIDE,12,F,Knife,Other Crime,10,Yes,,,,
32828,Bangalore,599,ROBBERY,40,F,None,Violent Crime,12,No,,,,
32829,Ludhiana,412,ASSAULT,79,M,Other,Violent Crime,4,No,,,,
32830,Ghaziabad,548,DRUG OFFENSE,40,F,Poison,Other Crime,11,No,,,,
32831,Mumbai,109,IDENTITY THEFT,25,M,Knife,Violent Crime,15,No,,,,
32832,Srinagar,527,FIREARM OFFENSE,25,F,Explosives,Fire Accident,17,No,,,,
32833,Hyderabad,390,SHOPLIFTING,74,F,Knife,Other Crime,17,No,,,,
32834,Mumbai,497,DRUG OFFENSE,79,M,Blunt Object,Other Crime,8,No,,,,
32835,Surat,408,DRUG OFFENSE,76,F,Knife,Other Crime,11,Yes,,,,
32836,Ahmedabad,202,DOMESTIC VIOLENCE,56,M,Blunt Object,Violent Crime,15,Yes,,,,
32837,Jaipur,206,FRAUD,23,M,Blunt Object,Other Crime,4,Yes,,,,
32838,Vasai,479,DOMESTIC VIOLENCE,41,M,Poison,Violent Crime,4,No,,,,
32839,Lucknow,406,ROBBERY,77,F,Other,Violent Crime,14,No,,,,
32840,Pune,294,ARSON,73,M,Firearm,Fire Accident,11,Yes,,,,
32841,Pune,495,BURGLARY,72,F,Poison,Other Crime,12,No,,,,
32842,Kanpur,501,ILLEGAL POSSESSION,55,F,None,Other Crime,11,Yes,,,,
32843,Chennai,524,ILLEGAL POSSESSION,11,M,Other,Other Crime,3,No,,,,
32844,Ghaziabad,310,PUBLIC INTOXICATION,72,F,Poison,Other Crime,3,No,,,,
32845,Ghaziabad,300,SEXUAL ASSAULT,59,F,Other,Violent Crime,8,No,,,,
32846,Delhi,406,SEXUAL ASSAULT,64,F,None,Violent Crime,15,Yes,,,,
32847,Mumbai,430,SEXUAL ASSAULT,44,F,Explosives,Violent Crime,19,Yes,,,,
32848,Kolkata,424,SEXUAL ASSAULT,24,F,Firearm,Violent Crime,16,No,,,,
32849,Hyderabad,336,DOMESTIC VIOLENCE,40,F,Knife,Violent Crime,4,Yes,,,,
32850,Agra,183,COUNTERFEITING,19,F,Knife,Other Crime,17,No,,,,
32851,Ludhiana,288,DRUG OFFENSE,23,F,None,Other Crime,7,No,,,,
32852,Delhi,119,FRAUD,53,M,Knife,Other Crime,2,No,,,,
32853,Bangalore,599,HOMICIDE,28,F,Poison,Other Crime,12,Yes,,,,
32854,Hyderabad,490,ASSAULT,30,M,Knife,Violent Crime,1,No,,,,
32855,Chennai,238,DRUG OFFENSE,73,M,Poison,Other Crime,12,No,,,,
32856,Jaipur,461,FIREARM OFFENSE,60,M,Other,Fire Accident,1,Yes,,,,
32857,Chennai,205,TRAFFIC VIOLATION,22,M,Firearm,Traffic Fatality,9,No,,,,
32858,Patna,269,FRAUD,66,F,None,Other Crime,9,No,,,,
32859,Delhi,431,KIDNAPPING,33,F,Blunt Object,Other Crime,10,Yes,,,,
32860,Vasai,539,VEHICLE - STOLEN,60,F,Knife,Violent Crime,12,No,,,,
32861,Bhopal,477,BURGLARY,70,M,Explosives,Other Crime,12,Yes,,,,
32862,Mumbai,233,EXTORTION,73,M,Other,Other Crime,5,Yes,,,,
32863,Bangalore,261,BURGLARY,17,F,Explosives,Other Crime,10,No,,,,
32864,Delhi,130,KIDNAPPING,14,F,Poison,Other Crime,18,Yes,,,,
32865,Visakhapatnam,490,IDENTITY THEFT,25,F,Blunt Object,Violent Crime,18,No,,,,
32866,Hyderabad,340,ILLEGAL POSSESSION,31,F,Blunt Object,Other Crime,4,No,,,,
32867,Faridabad,499,TRAFFIC VIOLATION,49,F,None,Traffic Fatality,6,Yes,,,,
32868,Delhi,528,ROBBERY,30,M,Other,Violent Crime,14,Yes,,,,
32869,Visakhapatnam,556,PUBLIC INTOXICATION,14,M,Firearm,Other Crime,8,No,,,,
32870,Ahmedabad,521,ASSAULT,34,F,Knife,Violent Crime,16,No,,,,
32871,Visakhapatnam,550,COUNTERFEITING,28,F,Explosives,Other Crime,5,No,,,,
32872,Agra,494,SHOPLIFTING,68,F,Knife,Other Crime,5,No,,,,
32873,Nagpur,477,DRUG OFFENSE,19,F,None,Other Crime,10,No,,,,
32874,Patna,359,DRUG OFFENSE,63,M,Knife,Other Crime,4,Yes,,,,
32875,Chennai,515,PUBLIC INTOXICATION,67,M,Firearm,Other Crime,18,Yes,,,,
32876,Jaipur,578,ARSON,34,M,Other,Fire Accident,2,Yes,,,,
32877,Jaipur,281,TRAFFIC VIOLATION,73,F,Explosives,Traffic Fatality,18,No,,,,
32878,Delhi,139,TRAFFIC VIOLATION,26,F,Explosives,Traffic Fatality,18,No,,,,
32879,Delhi,500,EXTORTION,60,M,None,Other Crime,14,No,,,,
32880,Hyderabad,495,FRAUD,36,M,Explosives,Other Crime,16,Yes,,,,
32881,Nagpur,102,SHOPLIFTING,56,F,Poison,Other Crime,13,Yes,,,,
32882,Bangalore,195,KIDNAPPING,59,M,Firearm,Other Crime,7,Yes,,,,
32883,Ghaziabad,129,ROBBERY,58,F,None,Violent Crime,8,No,,,,
32884,Delhi,138,VANDALISM,52,M,Explosives,Other Crime,3,No,,,,
32885,Bangalore,403,PUBLIC INTOXICATION,61,F,Knife,Other Crime,7,Yes,,,,
32886,Hyderabad,512,CYBERCRIME,63,F,Knife,Other Crime,11,Yes,,,,
32887,Mumbai,306,VEHICLE - STOLEN,16,M,Other,Violent Crime,13,Yes,,,,
32888,Agra,326,PUBLIC INTOXICATION,10,F,Poison,Other Crime,10,No,,,,
32889,Mumbai,430,KIDNAPPING,46,F,Other,Other Crime,16,Yes,,,,
32890,Mumbai,177,ARSON,46,F,Other,Fire Accident,16,No,,,,
32891,Delhi,233,DRUG OFFENSE,63,M,None,Other Crime,2,No,,,,
32892,Mumbai,343,KIDNAPPING,78,F,Firearm,Other Crime,4,Yes,,,,
32893,Mumbai,377,PUBLIC INTOXICATION,20,F,Knife,Other Crime,2,Yes,,,,
32894,Patna,264,DOMESTIC VIOLENCE,22,F,Poison,Violent Crime,12,Yes,,,,
32895,Bangalore,319,FIREARM OFFENSE,38,M,None,Fire Accident,2,No,,,,
32896,Bhopal,444,CYBERCRIME,39,M,None,Other Crime,4,No,,,,
32897,Delhi,395,DRUG OFFENSE,11,F,Knife,Other Crime,13,Yes,,,,
32898,Mumbai,476,BURGLARY,25,F,Knife,Other Crime,15,No,,,,
32899,Kolkata,295,FRAUD,34,F,Other,Other Crime,12,Yes,,,,
32900,Kalyan,127,COUNTERFEITING,56,F,Other,Other Crime,6,No,,,,
32901,Hyderabad,105,EXTORTION,70,F,Poison,Other Crime,18,No,,,,
32902,Hyderabad,459,TRAFFIC VIOLATION,11,M,Poison,Traffic Fatality,17,No,,,,
32903,Bangalore,139,COUNTERFEITING,41,M,Knife,Other Crime,17,No,,,,
32904,Bangalore,325,DRUG OFFENSE,38,F,Blunt Object,Other Crime,11,No,,,,
32905,Visakhapatnam,314,ASSAULT,68,M,None,Violent Crime,15,Yes,,,,
32906,Kolkata,477,ILLEGAL POSSESSION,63,F,Blunt Object,Other Crime,13,Yes,,,,
32907,Delhi,113,PUBLIC INTOXICATION,74,M,Explosives,Other Crime,1,No,,,,
32908,Ahmedabad,548,CYBERCRIME,30,F,Knife,Other Crime,15,No,,,,
32909,Mumbai,436,FRAUD,14,F,Knife,Other Crime,7,Yes,,,,
32910,Agra,394,DOMESTIC VIOLENCE,75,F,None,Violent Crime,16,Yes,,,,
32911,Kanpur,222,ARSON,24,M,Other,Fire Accident,4,No,,,,
32912,Jaipur,254,FRAUD,21,M,Knife,Other Crime,5,No,,,,
32913,Pune,553,VEHICLE - STOLEN,67,F,Firearm,Violent Crime,14,No,,,,
32914,Pune,394,EXTORTION,29,M,None,Other Crime,16,Yes,,,,
32915,Chennai,286,ASSAULT,70,M,Explosives,Violent Crime,11,Yes,,,,
32916,Delhi,498,VANDALISM,14,F,Other,Other Crime,7,No,,,,
32917,Mumbai,229,HOMICIDE,76,F,Knife,Other Crime,3,No,,,,
32918,Chennai,383,ILLEGAL POSSESSION,31,F,Knife,Other Crime,15,No,,,,
32919,Pune,439,ILLEGAL POSSESSION,58,M,Explosives,Other Crime,7,No,,,,
32920,Nashik,599,ASSAULT,12,M,Explosives,Violent Crime,17,Yes,,,,
32921,Jaipur,433,CYBERCRIME,26,M,Other,Other Crime,4,No,,,,
32922,Kolkata,377,COUNTERFEITING,39,M,Firearm,Other Crime,15,Yes,,,,
32923,Bangalore,535,TRAFFIC VIOLATION,55,M,Poison,Traffic Fatality,3,No,,,,
32924,Delhi,508,IDENTITY THEFT,73,F,Firearm,Violent Crime,8,Yes,,,,
32925,Delhi,400,ASSAULT,49,F,Blunt Object,Violent Crime,5,No,,,,
32926,Mumbai,592,ARSON,16,F,None,Fire Accident,10,No,,,,
32927,Kanpur,313,FRAUD,64,F,Explosives,Other Crime,12,No,,,,
32928,Mumbai,183,IDENTITY THEFT,63,F,Other,Violent Crime,5,No,,,,
32929,Agra,577,HOMICIDE,59,F,Blunt Object,Other Crime,2,No,,,,
32930,Hyderabad,127,KIDNAPPING,60,F,Knife,Other Crime,19,Yes,,,,
32931,Chennai,518,FRAUD,35,F,Knife,Other Crime,3,Yes,,,,
32932,Bangalore,424,FRAUD,62,F,Blunt Object,Other Crime,4,Yes,,,,
32933,Srinagar,483,ASSAULT,50,M,Knife,Violent Crime,16,No,,,,
32934,Ahmedabad,525,VEHICLE - STOLEN,42,M,Knife,Violent Crime,5,Yes,,,,
32935,Mumbai,297,BURGLARY,56,M,Blunt Object,Other Crime,17,No,,,,
32936,Mumbai,543,VANDALISM,23,F,None,Other Crime,10,No,,,,
32937,Pune,147,VANDALISM,27,F,Blunt Object,Other Crime,14,Yes,,,,
32938,Mumbai,338,TRAFFIC VIOLATION,70,F,Other,Traffic Fatality,15,No,,,,
32939,Bangalore,128,VANDALISM,22,F,Poison,Other Crime,19,No,,,,
32940,Nagpur,229,VEHICLE - STOLEN,49,M,Explosives,Violent Crime,3,No,,,,
32941,Ahmedabad,209,CYBERCRIME,39,F,Poison,Other Crime,12,No,,,,
32942,Ahmedabad,522,FIREARM OFFENSE,66,F,Firearm,Fire Accident,3,No,,,,
32943,Hyderabad,291,BURGLARY,28,F,Firearm,Other Crime,17,Yes,,,,
32944,Vasai,141,ILLEGAL POSSESSION,25,M,Explosives,Other Crime,10,Yes,,,,
32945,Mumbai,315,ASSAULT,39,F,Firearm,Violent Crime,13,Yes,,,,
32946,Ahmedabad,153,ROBBERY,40,M,Other,Violent Crime,14,No,,,,
32947,Varanasi,429,DRUG OFFENSE,36,F,Poison,Other Crime,15,Yes,,,,
32948,Faridabad,199,SEXUAL ASSAULT,67,M,None,Violent Crime,19,No,,,,
32949,Delhi,278,DRUG OFFENSE,54,F,Other,Other Crime,15,Yes,,,,
32950,Indore,283,ILLEGAL POSSESSION,44,F,Other,Other Crime,9,Yes,,,,
32951,Ludhiana,414,SHOPLIFTING,66,F,Other,Other Crime,11,Yes,,,,
32952,Lucknow,194,FIREARM OFFENSE,44,M,Firearm,Fire Accident,10,Yes,,,,
32953,Delhi,499,FRAUD,33,F,None,Other Crime,18,No,,,,
32954,Thane,508,FIREARM OFFENSE,24,F,Knife,Fire Accident,15,No,,,,
32955,Delhi,348,VEHICLE - STOLEN,40,M,Explosives,Violent Crime,8,No,,,,
32956,Delhi,130,VEHICLE - STOLEN,14,F,Other,Violent Crime,7,No,,,,
32957,Nagpur,262,BURGLARY,26,M,Explosives,Other Crime,14,Yes,,,,
32958,Bangalore,299,ARSON,75,F,Knife,Fire Accident,10,No,,,,
32959,Ahmedabad,596,FRAUD,43,F,Explosives,Other Crime,15,No,,,,
32960,Delhi,240,VEHICLE - STOLEN,67,M,Knife,Violent Crime,5,No,,,,
32961,Chennai,428,SEXUAL ASSAULT,65,F,None,Violent Crime,6,No,,,,
32962,Patna,175,VANDALISM,49,F,Knife,Other Crime,11,No,,,,
32963,Hyderabad,440,HOMICIDE,21,F,Explosives,Other Crime,3,Yes,,,,
32964,Mumbai,175,VANDALISM,45,M,Explosives,Other Crime,6,Yes,,,,
32965,Ghaziabad,220,DOMESTIC VIOLENCE,50,F,Other,Violent Crime,13,No,,,,
32966,Pune,324,PUBLIC INTOXICATION,46,M,None,Other Crime,14,Yes,,,,
32967,Bangalore,236,ROBBERY,62,F,Poison,Violent Crime,14,Yes,,,,
32968,Pune,102,FIREARM OFFENSE,22,F,None,Fire Accident,7,No,,,,
32969,Mumbai,312,PUBLIC INTOXICATION,18,F,Blunt Object,Other Crime,7,Yes,,,,
32970,Delhi,228,VANDALISM,46,F,None,Other Crime,8,Yes,,,,
32971,Chennai,242,ARSON,64,F,Firearm,Fire Accident,12,No,,,,
32972,Delhi,259,KIDNAPPING,43,F,Poison,Other Crime,7,Yes,,,,
32973,Kolkata,277,FRAUD,59,M,Poison,Other Crime,12,Yes,,,,
32974,Faridabad,404,VEHICLE - STOLEN,15,M,None,Violent Crime,6,No,,,,
32975,Pune,449,ASSAULT,28,F,Firearm,Violent Crime,5,Yes,,,,
32976,Chennai,129,EXTORTION,18,F,Other,Other Crime,10,No,,,,
32977,Pune,236,DOMESTIC VIOLENCE,58,F,Explosives,Violent Crime,2,No,,,,
32978,Visakhapatnam,405,DOMESTIC VIOLENCE,22,F,Poison,Violent Crime,12,No,,,,
32979,Bangalore,131,VEHICLE - STOLEN,26,M,Firearm,Violent Crime,6,No,,,,
32980,Chennai,242,COUNTERFEITING,30,F,Other,Other Crime,11,No,,,,
32981,Srinagar,586,CYBERCRIME,21,M,None,Other Crime,1,No,,,,
32982,Bangalore,102,VANDALISM,38,M,Other,Other Crime,4,No,,,,
32983,Mumbai,183,VANDALISM,43,F,Poison,Other Crime,11,No,,,,
32984,Chennai,320,PUBLIC INTOXICATION,21,F,Knife,Other Crime,16,No,,,,
32985,Indore,551,FRAUD,32,F,Explosives,Other Crime,6,Yes,,,,
32986,Pune,194,TRAFFIC VIOLATION,64,F,Blunt Object,Traffic Fatality,2,No,,,,
32987,Mumbai,591,VEHICLE - STOLEN,65,F,Other,Violent Crime,3,No,,,,
32988,Ghaziabad,196,COUNTERFEITING,29,M,Knife,Other Crime,5,Yes,,,,
32989,Pune,455,DRUG OFFENSE,41,M,Knife,Other Crime,11,Yes,,,,
32990,Ahmedabad,362,ASSAULT,36,F,Blunt Object,Violent Crime,19,Yes,,,,
32991,Lucknow,496,VANDALISM,39,F,Blunt Object,Other Crime,1,No,,,,
32992,Bangalore,315,DRUG OFFENSE,28,F,Blunt Object,Other Crime,17,Yes,,,,
32993,Kalyan,143,SHOPLIFTING,31,M,Firearm,Other Crime,19,Yes,,,,
32994,Mumbai,569,ROBBERY,18,M,Other,Violent Crime,12,Yes,,,,
32995,Bangalore,168,DRUG OFFENSE,60,F,Poison,Other Crime,17,No,,,,
32996,Bangalore,149,FRAUD,51,F,Explosives,Other Crime,3,No,,,,
32997,Chennai,309,IDENTITY THEFT,48,F,Blunt Object,Violent Crime,13,Yes,,,,
32998,Bhopal,561,ASSAULT,71,F,Knife,Violent Crime,12,Yes,,,,
32999,Surat,111,SHOPLIFTING,24,F,Knife,Other Crime,17,Yes,,,,
33000,Kolkata,502,FRAUD,26,F,Firearm,Other Crime,16,Yes,,,,
33001,Patna,269,FRAUD,29,F,Blunt Object,Other Crime,7,No,,,,
33002,Kanpur,568,VEHICLE - STOLEN,41,F,Other,Violent Crime,13,No,,,,
33003,Mumbai,565,ILLEGAL POSSESSION,69,F,Knife,Other Crime,12,Yes,,,,
33004,Ghaziabad,218,VANDALISM,70,M,Explosives,Other Crime,14,No,,,,
33005,Pune,492,COUNTERFEITING,18,M,Explosives,Other Crime,8,No,,,,
33006,Surat,469,COUNTERFEITING,69,F,Blunt Object,Other Crime,8,No,,,,
33007,Ghaziabad,408,ASSAULT,50,F,Other,Violent Crime,1,No,,,,
33008,Mumbai,338,ASSAULT,34,M,Explosives,Violent Crime,13,No,,,,
33009,Meerut,226,SEXUAL ASSAULT,26,F,Other,Violent Crime,12,Yes,,,,
33010,Bhopal,495,VEHICLE - STOLEN,67,F,Knife,Violent Crime,7,No,,,,
33011,Mumbai,464,DRUG OFFENSE,44,M,Blunt Object,Other Crime,5,No,,,,
33012,Hyderabad,338,KIDNAPPING,17,F,Explosives,Other Crime,16,Yes,,,,
33013,Bangalore,595,BURGLARY,13,F,Firearm,Other Crime,9,Yes,,,,
33014,Bangalore,157,IDENTITY THEFT,26,F,None,Violent Crime,7,Yes,,,,
